ArticleTitle,Summary,Link,Timestamp,Category,ArticleStory,Label
CardioCell stem cells  improve well-being  of heart failure patients," CardioCell stem cells  improve well-being  of heart failure patients   
  badams  
 Mon, 08/29/2016 - 04:24 
     
  
  
  
   ",http://www.fiercebiotech.com/biotech/cardiocell-stems-cells-improve-well-being-heart-failure-patients,"Mon, 29 Aug 2016 08:24:30 +0000",NA,"CardioCell stem cells  improve well-being  of heart failure patients | FierceBiotechSince Celyad failed to reach its primary endpoints in a stem cell therapy test in heart patients back in June, CardioCell has felt the pressure to deliver and over the weekend posted broadly positive data. But questions, and the need for more clinical data, remain.

The San Diego, CA-based biotech has published new top-line data from the ESC Congress in Rome that used its allogeneic mesenchymal stem cells, delivered through an IV, to heart failure patients with nonischemic cardiomyopathy.

The biotech used a number of endpoints to assess efficacy, including a 6-minute walk test and the KCCQ Clinical Summary score, both of which hit statistical significance, although exact figures were not released.

There was however only a  trend to improvement  in KCCQ Functional Status score, with the data also showing the stem cell therapy can suppress inflammation, something the biotech stresses is  noteworthy because inflammation is believed to importantly contribute to [heart failure] HF progression.  There was in addition a statistically significant reduction in natural killer cells.

But overall, there was no difference in cardiac structure and function and the company had to dig deep with some  exploratory data analysis  to show that there was a statistically significant improvement in the left ventricular end systolic and diastolic volumes in the stem cell-treated groups--something it said that was not seen in the placebo-treated group.

The single-blind, placebo-controlled, crossover study gave the treatment to just 22 enrolled patients with nonischemic cardiomyopathy.

The test was set up to randomize patients, with both CardioCell's treatment and the placebo given intravenously. At 90 days after the first injection, the control group received CardioCell's treatment, and the original treatment group received the placebo solution.

Dr. Mihai Gheorghiade, a protocol co-designer of this study and a member of CardioCell's scientific advisory board, said these data showed that its therapy  improved well-being of the patients that have already been on evidence-based HF therapy.  He added:  This is very innovative and marks a new beginning in HF management, especially in light of negative results of many drug-intervention trials. 

There have also been other stem cell therapy failures in heart failure, including over the summer when Celyad missed the primary endpoints in its CHART-1 study in certain heart patients. It did however find that a  positive trend was clearly identifiable,  with its C-Cure treatment, meaning it could still try for an EMA application using the subgroup analyses.

CardioCell said future studies will necessarily be needed in larger studies with a focus on clinical endpoints to assess just how well its treatment works, and most importantly whether it can boost how well the heart works in these patients.

 Based on these promising clinical-trial findings, CardioCell is excited to be developing larger studies based on IV delivery of our [therapy] for heart failure indications, including both non-ischemic and ischemic cardiomyopathy,  says Sergey Sikora, CEO of CardioCell and co-author of the study.

 We are very encouraged by the degree of statistically significant improvement in patient health status, and we look forward to exploring whether multiple IV treatments will lead to further improvement, including cardiac function. 

CardioCell gets its therapy from parent company Stemedica, which are derived from bone-marrow.

This is a similar approach used by San Carlos, CA-based BioCardia, which earlier this year dropped plans for a $50 million IPO, which also uses a bone marrow-derived therapy. In a previous Phase II study with 30 patients its treatment CardiAMP  supported efficacy relative to patient quality of life and functional capacity, which was shown to be both statistically and clinically significant. ",Pharmaceuticals
TG wraps up orphan tags for both its clinical candidates," TG wraps up orphan tags for both its clinical candidates 
  slawrence  
 Fri, 08/26/2016 - 10:15 
     
  
  
  
   ",http://www.fiercebiotech.com/biotech/tg-wraps-up-orphan-tags-for-both-its-clinical-candidates,"Fri, 26 Aug 2016 14:15:55 +0000",NA,"TG wraps up orphan tags for both its clinical candidates | FierceBiotechTG Therapeutics ($TGTX) got orphan drug designation from the FDA for both its clinical candidates this week. It s aiming for approvals in these niche indications--as well as in bigger markets for hematological malignancies and autoimmune disorders.

It has secured the orphan tag for both its TG-1101 (ublituximab), a glycoengineered anti-CD20 monoclonal antibody, to treat neuromyelitis optica (NMO) and neuromyelitis optica spectrum disorder (NMOSD) and its TGR-1202, an oral, next-gen PI3K Delta inhibitor, to treat with chronic lymphocytic leukemia (CLL).

""NMO is closely related to multiple sclerosis, an area of significant interest to us,  said the company s CEO Michael Weiss in a statement.  We look forward to presenting early data from our current Phase 1b study of TG-1101 in NMO at the ECTRIMS (European Committee for the Treatment and Research in Multiple Sclerosis) conference this September, which we believe will provide an early peek into the effects of TG-1101 in patients with autoimmune diseases.""

It s looking for a larger market with TG-1101 in autoimmune disease multiple sclerosis (MS). The company plans to advance TG-1101 into pivotal testing in MS during the first half of next year.

The B cell malignancy and autoimmune disease small cap is ultimately aiming to combine TG-1101 with approved CLL agent Imbruvica (ibrutinib), as well as with its with its own TGR-1202 to treat CLL and diffuse large B-cell lymphoma (DLBCL).

Discussing the GENUINE Phase III trial of TG-1101 in combination with ibrutinib in high-risk CLL, Weiss said on the company s most recent earnings call,  We've launched this study with the hope and intention that this will be a fast andstraightforward approach to getting TG-1101 approved. Recall, at the time we designed this study, we were very uncertain of what the FDA would require to get two novel drugs approved simultaneously. 

He continued,  We still believe that GENUINE's goal of improving on ibrutinib therapy represents an important treatment goal. There is no question that ibruitinib is a very good drug but few if any patients are cured with single agent ibruitinib. Our Phase II study demonstrated increases in overall response as well as a deepening of responses with 25% of the patients on the combination of ibrutinib plus TG-1101 obtaining either a complete response and/or MRD (minimal residual disease) negativity. 

Wall Street is bidding its time waiting for more data; TG Therapeutics  market cap is only about $350 million. Despite its tiny valuation, the company has some pretty major biotech investors including Fidelity Management, RA Capital Management and Baker Brothers Advisors.",Pharmaceuticals
Perpetual life sciences investor Sofinnova raises nearly $600M," Perpetual life sciences investor Sofinnova raises nearly $600M 
  badams  
 Fri, 08/26/2016 - 09:22 
     
  
  
  
   ",http://www.fiercebiotech.com/biotech/perpetual-life-science-investors-sofinnova-raise-nearly-600m,"Fri, 26 Aug 2016 13:22:20 +0000",NA,"Perpetual life sciences investor Sofinnova raises nearly $600M | FierceBiotechSofinnova Ventures, which over the course of its now ten funds has evolved its focus from early-stage life science and tech firms to later stage biotechs, has announced a pooling of $595 million as its latest investor effort.

This is just shy of its $650 million total, according to its SEC filing, but represents a big leap over its ninth fund, completed back in 2014, which saw it hit $500 million.

In recent years the VC has helped a number of biotech companies with funding, which saw it lead a $65 million round last year for gene therapy specialist Audentes in its Series C. The biotech announced a month ago that it was now seeking a $75 million IPO.

And back in May, its portfolio company Merus announced it was gunning for a $65 million public offering on the Nasdaq to help shore up its cash for future midstage cancer trials.

The IPO market has been tricky this year for many biotechs, but VC raises have gone from strength to strength. This year alone has seen a series of major funds, including Arch s plans for a $400M-plus for venture fund, announced earlier this year, as it looks to build up on its already impressive portfolio that includes Juno ($JUNO) and bluebird ($BLUE).

California investment firm Vivo Capital, known for its big pharma and med dev raises, also in June closed a new healthcare venture capital fund at over $100 million that will include a percentage being funneled into startup biotechs.

Meanwhile, in the same month, European venture outfit Life Sciences Partners raised $280 million toward a new biotech fund--surpassing its $170 million target. Fellow European venture capital firm Forbion Capital Partners also closed is third flagship life sciences fund at  183 million ($208 million), while another VC firm, SV Life Sciences, recently announced it was nearing its 2015 target of raising $400 million in its sixth fund round.

And it s not just traditional life science VC firms either as Swiss wealth management company UBS raised $471 million in April for the final closing of the UBS  Oncology Impact Fund --an investing initiative aimed at developing new cancer treatments.

All of these together sees a total global series of funding for life sciences of around $2.5 billion.

Related Articles:

Rottweiler tested, Novo and Sofinnova back $33M round for Rgenix

Sofinnova leads a $30.6M round for Asceneuron's Alzheimer's R&D",Pharmaceuticals
Chutes & Ladders: Medivation VP moves on to BeiGene after Pfizer buy," Chutes &amp; Ladders: Medivation VP moves on to BeiGene after Pfizer buy 
  ahuntley  
 Fri, 08/26/2016 - 09:13 
     
  
  
  
   ",http://www.fiercebiotech.com/biotech/chutes-ladders-medivation-vp-moves-to-beigene-after-pfizer-buy,"Fri, 26 Aug 2016 13:13:10 +0000",NA,"Chutes & Ladders: Medivation VP moves on to BeiGene after Pfizer buy | FierceBiotechWelcome to this week's Chutes and Ladders, our roundup of hirings, firings and retirings throughout the industry. Please send the good word--or the bad--from your shop to Eric Sagonowsky (email) or Alyssa Huntley (email) and we will feature it here at the end of each week.

Medivation VP moves on to BeiGene after Pfizer buy

Medivation continues to make headlines. After being bought out by Pfizer in a huge $14 billion deal, Amy Peterson, Medivation's vice president of clinical development, has decided to move on to BeiGene. BeiGene is working on its own PARP inhibitor. Peterson will take on the chief medical officer of immuno-oncology role at BeiGene, focusing on the development of BGB-A317 and BGB-290, a PD-1 inhibitor and PARP inhibitor respectively. Peterson will also work on other I/O candidates. FierceBiotech article

Zoetis loses one CFO, promotes its own to the vacancy

Zoetis

 Zoetis has promoted Glenn David to EVP and CFO

Zoetis has given senior VP of finance operations Glenn David a promotion. David will take on the role of EVP and chief financial officer and will handle the company's financial management, planning and global operations. David will report to CEO Juan Ram n Alaix. David is taking on the role left by Paul Herendeen, who left the company on August 18 to take on a CFO position at a different company. Release

Shanghai Pharmaceuticals loses chairman after three months on the job

After only three months on the job, Zhou Jie has resigned from his post as executive chairman. Jie had replaced Lou Dingbo, who left China's second-largest drugmaker due to personal reasons. The company has insisted that there are no disagreements between Jie and the board and that his leaving is due to completion of work commitments. Jie has also resigned from the chairman and chief executive positions he held at Shanghai Industrial Holdings. FiercePharmaAsia article

Sarah Jessica Parker has decided to end her promotional work with Mylan. She explained the decision in an Instagram post, noting that she ended her relationship with the company as a ""direct result"" of the price hikes on the EpiPen. Parker noted she is ""disappointed, saddened and deeply concerned by Mylan's actions,"" and said she hopes Mylan will take into consideration the ""outpouring of voices"" from the many people who are dependent on the epinepherine auto-injector. FiercePharmaMarketing article

Many fear job cuts as Takeda makes plans to close Cambridge office. Release

> Chris Mathes joins Icagen as chief commercial officer in an effort to drive drug discover and ion channel services. Release

> St. Jude Children's Research Hospital has named James Morgan the scientific director and executive vice president. Release

> Kalytera Therapeutics has named Andrew Salzman to the chief medical officer role, tasking him with advancing drug candidates into human clinical studies. Release

> Moleculin has named Jonathan P. Foster to the execute vice president and chief financial officer roles. Release

> Daryl Gaugler will take on the president role at Spectra BioPharma Selling Solutions. Release

> Owlstone Medical has made three appointments to its senior team. Chris Hodkinson joins as VP of business development, Marc van der Schee as lead clinical research scientist, and Hamilton Scanlon as VP of manufacturing. Release

> TapImmune brought on Michael J. Loiacono as the chief financial officer and chief accounting officer. Release

> Edward Ebbers will join Pulse Biosciences as VP and general manager of dermatology products. Release

> Spyryx Biosciences is bringing on Alistair Wheeler as chief medical officer. Release

> ACell has named Brad Adams the VP of sales. Release",Pharmaceuticals
"Fresh from AbbVie deal, argenx sees revenue growth but cuts two R&D collabs"," Fresh from AbbVie deal, argenx sees revenue growth but cuts two R&amp;D collabs  
  badams  
 Fri, 08/26/2016 - 08:07 
     
  
  
  
   ",http://www.fiercebiotech.com/biotech/fresh-from-abbvie-deal-argenx-sees-revenue-growth-but-cuts-two-r-d-collabs,"Fri, 26 Aug 2016 12:07:00 +0000",NA,"Fresh from AbbVie deal, argenx sees revenue growth but cuts two R&D collabs | FierceBiotechBelgium biotech argenx (EBR: ARGX) has seen its income double on the back of a strong year of deals, but has also seen fit to cut two former R&D pacts.

First up, the figures, which saw operating income for the past 6 months hit  7 million ($7.9 million), up from  4.3 million it made in the same period last year, as it enjoyed the fruits of collabs with Leo Pharma in February and AbbVie ($ABBV) in April.

The latter deal was in fact worth a potential $685 million and is based around its preclinical immuno-oncology candidate, which could hit a host of cancer targets.

This contender, ARGX-115, works by stimulating a patient s immune system after a tumor has suppressed the immune system by co-opting different immunosuppressive cells such as regulatory T-cells (Tregs)--which can inhibit other immune effector cells through the production of active TGF- .

The company also sold shares worth about  16 million ($17.5 million) to the major U.S. asset manager Federated Investors at the start of the year, as it looked to take a step further into the U.S. market.

The biotech has previously told FierceBiotech that it will likely one day soon seek to list on the Nasdaq. In June, the company also raised an extra  33 million from U.S. investors.

In an update on its experimental meds in the clinic, argenx said it was set to start its first combo trial in leukemia in the second half of the year, with its trial design to be presented at its upcoming R&D day.

The biotech spent  11.2 million in research by the end of June compared with the  9.3 million at the same point last year. This increase, the biotech said, was mainly due to the hiring on new R&D staffers, given its increased activities, as well as the share-based payment costs recognized in compensation for the grant of stock options to the R&D employees.

But argenx has also culled several collabs, including all research under its former pact, and exclusive product license option agreement, with Bayer.

This collaboration originally started back in May 2014 and sought to validate the SIMPLE Antibody program. But the deal has now been ended, and argenx said it  will re-deploy resources from the Bayer collaboration to support its own proprietary programs as well as its Innovative Access Program. 

It also terminated the contract with Leukemia & Lymphoma Society following the  corporate decision  to not study ARGX-110, its lead cancer candidate, in Waldestr m's macroglobulinemia.

Its CEO Tim Van Hauwermeiren was however pleased with a  seminal quarter.  He said:  We made substantial progress against several very important corporate goals: advancing our clinical and other pipeline programs and in closing a significant financing with key U.S. institutional investors as well as entering into a strategic transaction with AbbVie for our oncology candidate AGRX-115.

 We believe these accomplishments have driven argenx forward to become a new and more substantial company with a full and mature clinical pipeline, an advanced platform and the financial and strategic support to derive value from them.

 During the quarter we announced data from our Phase I MAD and SAD studies of ARGX-113 which led to the selection of our Phase II dose and demonstrated the drug's strong safety profile and its ability to rapidly reduce IgG levels in healthy volunteers.

 Our lead oncology candidate ARGX-110 showed further evidence of anti-tumor activity in T-cell lymphoma patients and is on track to announce top-line data in this expansion cohort by end of year. We are looking forward to executing on our strategic plan for the remainder of 2016 to bring ARGX-113 into two Phase II indications and to examine the breadth of potential for ARGX-110 as a monotherapy and a combination agent in TCL and AML. 

Related Articles:

AbbVie, argenx sign $685M preclinical immuno-oncology deal

Fresh from its AbbVie cancer pact, argenx raises $33M with U.S. investors",Pharmaceuticals
"GenVec, encamped in penny-stock territory, risks Nasdaq delisting"," GenVec, encamped in penny-stock territory, risks Nasdaq delisting  
  badams  
 Fri, 08/26/2016 - 04:54 
     
  
  
  
   ",http://www.fiercebiotech.com/biotech/genvec-encamped-penny-stock-territory-risks-nasdaq-delisting,"Fri, 26 Aug 2016 08:54:41 +0000",NA,"GenVec, encamped in penny-stock territory, risks Nasdaq delisting | FierceBiotechStruggling microcap GenVec has again been warned that it will be taken off the lucrative and respected Nasdaq exchange if it doesn t get itself out of the dreaded penny-stock territory.

The gene medicine company s shares were down by around 3% at end of play yesterday at 63 cents. Its market cap was just $14 million.

In a SEC 8-K filed this week, the biotech said Nasdaq officials had given it another 180 days, or until February 21, 2017, to  regain compliance with the minimum $1.00 per share bid price requirement. 

This is the second time it has been hit with this warning, having had the same letter back in February. This initial 180-day period ended this week, but the Nasdaq has given it until next February to get its shares up.

Gaithersburg, MD-based GenVec ($GNVC) has not had the rosiest of times. Back in 2012, its lead program, a gene therapy for pancreatic cancer, failed to deliver in the clinic, as it desperately looked for a buyer.

This didn t happen, and the then new CEO Cynthia Collin stepped in and took the ax to around a third of its workforce to keep costs down. A year later she left as the company struggled to remain solvent, with Douglas Swirsky, the company s former CFO, stepping in as its new chief with a new direction.

Things have been looking up in more recent months when back in July the FDA lifted the clinical hold on a Phase I/II trial, developed in collaboration with Novartis, of CGF166 in patients with severe to profound hearing loss.

This drug was created via the biotech s AdenoVerse technology platform that is deisgned to use genes to treat or stop certain diseases. But its history of poor results in the lab and financial struggles have not endeared investors.

Things looked more promising back in early 2010 when GenVec inked a $213 development million pact with Novartis.

GenVec s development programs has seen it working on new vaccines against infectious diseases like respiratory syncytial virus, herpes simplex virus, dengue fever, malaria, and HIV, as well as an animal program for a vaccine against foot-and-mouth disease.",Pharmaceuticals
Adocia scraps diabetic foot ulcer program following PhIII flop," Adocia scraps diabetic foot ulcer program following PhIII flop  
  ntaylor  
 Fri, 08/26/2016 - 03:25 
     
  
  
  
   ",http://www.fiercebiotech.com/biotech/adocia-scraps-diabetic-foot-ulcer-program-following-phiii-flop,"Fri, 26 Aug 2016 07:25:06 +0000",NA,"Adocia scraps diabetic foot ulcer program following PhIII flop | FierceBiotechAdocia (EPA:ADOC) has cut loose its diabetic foot ulcer program after the drug failed a Phase III trial. The drug, BioChaperone PDGF, was penciled in to start pivotal trials in Europe and the U.S., but weak data from an Indian Phase III study have prompted Adocia to halt all development of the asset.

Lyon, France-based Adocia expressed surprise at the top-line data. The 252-person trial pitted the experimental therapy against standard of care--saline solution--and assessed which was associated with more completed wound closures following 20 weeks of treatment. BioChaperone PDGF failed to clear this bar, resulting in the study missing its primary endpoint. Adocia opened down 9% in Paris.

 Diabetic foot ulcer has proved an extremely difficult condition to address, as seen in multiple recent late-stage clinical trial failures,  Adocia CEO G rard Soula said in a statement.  The main reason is the lack of uniformity in the standard of care of these types of wounds. 

Over the past 12 months, Derma Sciences ($DSCI) and Israel s MacroCure ($MCUR) have both posted negative Phase III data on diabetic foot ulcer candidates. Derma scrapped its study following a futility analysis. MacroCure got to the end of its 16-week trial, but failed to show its cell therapy was better than a placebo.

With BioChaperone PDGF joining these drugs on the list of diabetic foot ulcer programs to post weak clinical trial data, Adocia has decided to drop the asset. The decision ends Adocia s ambition to test the candidate in the U.S. and Europe, and brings the drawn out final steps in the story of the diabetic foot ulcer program to a close.

Adocia posted Phase II data on the asset in 2012, at which time the performance of BioChaperone PDGF against Smith & Nephew s (LON:SN) Regranex in a 192-person study prompted the French biotech to plan to start Phase III studies in India, the U.S. and Europe within 18 months. That plan proved to be wildly optimistic. While Adocia filed to start a Phase III trial in India in September 2012, turmoil at the country s regulator meant it took almost two years to get the dossier approved.

The plan was to include data from the Indian trial in a regulatory filing in Europe, enabling Adocia to win approval on its home continent on the back of one local trial. With the Phase III fail scuttling that strategy, Adocia is shifting its attention to the bigger, but earlier-stage, opportunities in its pipeline, notably the Eli Lilly ($LLY)-partnered BioChaperone Lispro.

Adocia and Lilly have established a bedrock of early to mid-phase evidence that the insulin can give diabetics more flexibility in terms of when they take the drug. The next step is to put this to the test in a Phase III trial. Lilly had looked set to advance the drug into Phase III before the end of the year, triggering what Jefferies analysts estimate will be a  40 million ($45 million) milestone payment, but the timing has slipped recently.

In last month s quarterly earnings call, Lilly said it will start a Phase III trial of an ultra-rapid insulin in 2017, later than previously expected. The use of the term  ultra-rapid insulin  could be telling, too. Lilly has two drugs that fit this description in its mid-phase pipeline, namely Adocia s BioChaperone Lispro and an internally-developed candidate. Lilly doesn t name the internal program on its pipeline page, but it has been trialling LY900014 against Humalog over the past 18 months.

The presence of a rival to BioChaperone Lispro in Lilly s internal pipeline exposes Adocia to the sort of situation Galapagos ($GLPG) faced when awaiting AbbVie s ($ABBV) decision on filgotinib. In that case, Galapagos appeared to have the more validated drug, but the opportunity to steal a lead in the race to market and free itself from milestone payments proved too attractive for AbbVie to resist.

Adocia now faces a wait until it learns whether Lilly will follow AbbVie s lead. Lilly had already walked away from Adocia once. In 2013, it canned a partnership struck 18 months earlier, only to enter into a fresh agreement in 2014.

Related Articles:

Adocia and Lilly's diabetes drug edges closer to PhIII after besting Humalog in outpatient trial

Adocia climbs 10% after Lilly-partnered insulin clears PhIb",Pharmaceuticals
Novartis touts positive data from PhIII multiple sclerosis trial," Novartis touts positive data from PhIII multiple sclerosis trial 
  slawrence  
 Thu, 08/25/2016 - 11:13 
     
  
  
  
   ",http://www.fiercebiotech.com/biotech/novartis-touts-positive-data-from-phiii-multiple-sclerosis-trial,"Thu, 25 Aug 2016 15:13:21 +0000",NA,"Novartis touts positive data from PhIII multiple sclerosis trial | FierceBiotechNovartis ($NVS) has hit the primary endpoint in what it says is the largest randomized, controlled study to date to treat secondary progressive multiple sclerosis (SPMS) patients. This is a form of multiple sclerosis that typically follows after relapsing-remitting multiple sclerosis (RRMS).

Most patients with RRMS eventually transition into SPMS in which there is progressive degradation of neurologic function; there are few treatment options for these patients.

""SPMS is a particularly disabling form of MS, and there is a need for effective treatment options to help delay disability progression in those living with the condition,"" said Vasant Narasimhan, global head of drug development and chief medical officer for Novartis, in a statement. ""The positive EXPAND data are encouraging for a disease with such a high unmet need.""

The pharma said that the oral, once-daily BAF312 (siponimod) met the primary endpoint of a reduction in disability progression risk as compared to placebo in the 1,651-patient EXPAND trial. Patients were randomized to drug and placebo at a 2:1 ratio, respectively.

It didn t disclose if the trial met the secondary endpoints of delay in the time to 6-month confirmed disability progression versus placebo, the time to confirmed worsening of at least 20% from baseline in the timed 25-foot walk test, T2 lesion volume, annualized relapse rate, and the safety and tolerability of BAF312 in people with SPMS.

The primary endpoint was measured at three months using the expanded disability status scale (EDSS). Detailed data on the primary and secondary endpoints will be presented as a late-breaker at European Committee for Treatment and Research in Multiple Sclerosis (ECTRIMS) in London in September.

Novartis has a substantial commitment to multiple sclerosis; it markets S1P modulator Gilenya  (fingolimod) and Extavia (interferon beta-1b for subcutaneous injection) both in relapsing MS. Extavia is also approved in Europe to treat secondary progressive MS (SPMS) in active disease patients. Novartis is also developing monoclonal antibody ofatumumab (OMB157), which it in-licensed last year from GlaxoSmithKline ($GSK), to treat relapsing MS with Phase III trials slated to start in the second half.

Via its generic Sandoz division, Novartis also markets MS treatments Glatopa (glatiramer acetate injection), the first generic version of Teva's Copaxone.

Novartis had pushed back the release of this data a bit from the anticipated mid-year timeline.

 In terms of BAF312, we originally had planned to lock the database in Q2. We will lock the database in Q3,  said Vasant Narasimhan, Novartis Global Head Drug Development and CMO, on the company s most recent earnings call.

He added,  This is primarily because of our wanting to assure that we had solid data, given the length of the study. And we had just some quality issues we wanted to resolve. 

The pharma plans to submit BAF312 to regulators to treat SPMS in 2019.

- here is the release

Related Articles:

GlaxoSmithKline flips an MS project to Novartis for up to $1B

Novartis stops PhIII trial of Genmab's Arzerra after buying rights from GSK

Roche s new multiple sclerosis drug set for early FDA approval",Pharmaceuticals
"Denali grabs $130M more as it heads into the clinic, reveals deals"," Denali grabs $130M more as it heads into the clinic, reveals deals 
  slawrence  
 Thu, 08/25/2016 - 10:03 
     
  
  
  
   ",http://www.fiercebiotech.com/biotech/denali-grabs-130m-more-as-it-heads-into-clinic-reveals-deals,"Thu, 25 Aug 2016 14:03:21 +0000",NA,"Denali grabs $130M more as it heads into the clinic, reveals deals | FierceBiotechDenali Therapeutics has huge ambitions--to treat some of the most intractable and complex ailments, neurodegenerative diseases. Despite the potential cautions presented by such difficult terrain, investors have plowed another $130 million into a Series B to back the startup that s led by Genentech vets. The latest infusion brings its total raised to almost $350 million.

The company has filed to start its first Phase I trial in Europe for a small molecule RIP1 inhibitor that can penetrate into the central nervous system (CNS). RIP1 is a kinase involved in regulating inflammatory signaling that can affect the brain s glial dysfunction. The drug is slated to be tested in ALS (Amyotrophic Lateral Sclerosis) and Alzheimer's disease patients, after this initial safety trial in healthy volunteers.

""Mounting genetic evidence points to glial dysfunction as an accelerator of neurodegeneration, and we believe that advancing our RIP1 inhibitor into human clinical testing is a significant step in bringing forward a novel mechanism to combat ALS and Alzheimer's disease,"" said Denali CMO Dr. Carole Ho in a statement. She was previously the VP of Early Clinical Development at Genentech.

Denali is focused on four specific pathways that it sees as triggers or effectors of neurodegeneration: degenogenes (genes that cause neurodegenerative disease when mutated), defective intracellular trafficking, glial dysfunction and axon degeneration. It aims to develop treatment strategies for each of these that are driven by biomarkers.

The South San Francisco, CA-based company ultimately aims to have a portfolio of therapies to address diseases including Alzheimer's disease, Parkinson's disease, ALS and others. The financing and deals are aimed at  building out Denali's systematic and novel approaches and capabilities to defeat degeneration,"" described Denali CEO Ryan Watts. He was the Director of the Department of Neuroscience at Genentech.

Denali disclosed a handful of deals that give it access to a range of new technology and approaches to neurodegenerative diseases headed up by the acquisition of Incro Pharmaceuticals for its RIP1 inhibitor program that s in-licensed from Harvard University and a global license with Roche s Genentech ($ROG) to develop and commercialize LRRK2 inhibitors for the treatment of Parkinson's disease.

""Partnerships are central to Denali's strategy and we continue to seek collaborations to discover and develop effective medicines for patients,"" said Denali COO Dr. Alex Schuth in a statement. He was the Director and Head Technology and Diagnostics Partnering and, prior to that, the Head of Neuroscience Partnering at Genentech.

In addition, Denali disclosed a trio of research collaborations with: Washington University School of Medicine to develop and market antibodies targeting ApoE in Alzheimer s disease; the U.K. s F-Star to develop therapies that cross the blood-brain barrier; and Blaze Bioscience to research and discover drugs that cross the blood-brain barrier at the Fred Hutchinson Cancer Research Center.

The latest financing was led by U.K.-based mutual fund Baillie Gifford with participation from several, undisclosed,  new and large institutional investors,  the company said. All the founding investors participated; its Series A investors include Alaska Permanent Fund, ARCH Venture Partners, Flagship Ventures and F-Prime Capital Partners.

- here is the release

Related Articles:

Ex-Genentech dream team garners $217M to launch neurodegenerative player Denali

Denali recruits Genentech vet Carole Ho as CMO

Heading for startup Denali, Tessier-Lavigne to leave Pfizer board",Pharmaceuticals
"BioLineRx sets up Chinese JV, continuing trend for Sino-Israeli alliances"," BioLineRx sets up Chinese JV, continuing trend for Sino-Israeli alliances  
  ntaylor  
 Thu, 08/25/2016 - 08:58 
     
  
  
  
   ",http://www.fiercebiotech.com/biotech/biolinerx-sets-up-chinese-jv-continuing-trend-for-sino-israeli-alliances,"Thu, 25 Aug 2016 12:58:23 +0000",NA,"BioLineRx sets up Chinese JV, continuing trend for Sino-Israeli alliances | FierceBiotechBioLineRx ($BLRX) has teamed up with I-Bridge Capital to set up a Chinese drug development player, iPharma. The joint venture will use cash from both its parent companies to develop Israel-originated compounds picked out by BioLineRx, before looking for outside investment once its portfolio reaches a certain size.

Tel Aviv, Israel-based BioLineRx expects iPharma to add the first program to its pipeline in the coming months. Details of which asset it is looking at are yet to emerge, but BioLineRx has said what sort of compounds iPharma will develop. The focus is early-stage candidates, primarily discovered in Israel, that are a good fit for the therapeutic needs of China. BioLineRx is responsible for sourcing the drugs, while VC shop I-Bridge Capital is on board to provide knowledge of the Chinese market and money.

The partners are chipping in $1 million ( 900,000) apiece to help iPharma get started. This seed cash is meant to get iPharma through the process of building its pipeline of early-stage assets. Once it has completed this stage of its evolution, iPharma plans to look to outside investors for the cash it needs to grow into a fully-fledged biotech.

While the deal is small, it is part of a much larger trend that contributed to bilateral trade between China and Israel to growing from $50 million in 1992 to $11 billion in 2013. Both countries have a thing the other wants. Israel has a thriving startup scene but a population of 8 million people. China has a population of 1.4 billion people but a relative lack of startups. In the BioLineRx deal, as in many others across multiple industries, Israel is providing the innovation, China is supplying the market.

 The market in China is large and fast-growing, but it lacks innovative therapeutic assets and capabilities which address the increasing demands of our rapidly aging population,  I-Bridge Managing Partner Jimmy Wei said in a statement.  BioLineRx, with its well-established relationships with leading academic institutions and biomedical companies in Israel, as well as its proven project screening process, is an ideal long-term partner for us. 

Such partnerships are emerging as something of a sideline for BioLineRx. While the company s in-house R&D efforts have yet to live up to the hype that surrounded its $50 million Tel Aviv IPO--by far the largest biomedical offering on the exchange at the time--it has become an entryway into Israel for third parties.

Novartis ($NVS) recognized the potential for BioLineRx to fulfill this role in 2014, at which time the Big Pharma invested $10 million in the biotech and tasked it with sniffing out assets in Israel. The collaboration was slow to get going, but took a step forward earlier this month when BioLineRx secured the rights to a nonalcoholic steatohepatitis drug.

Shares in BioLineRx rose 8% on the back of the joint venture news.

Related Articles:

BioLineRx jumps then slumps after investors dig into details of PhII trial

Novartis partner BioLineRx in-licenses NASH drug after joint evaluation

BioLineRx joins Merck's clique of immuno-oncology partners

BioLineRx joins immuno-oncology scrum through Keytruda combo deal",Pharmaceuticals
